Sale_ID,Customer_ID,Car_ID,Sale_Date,Quantity, Sale_Price ,Payment_Method,Salesperson
S07684,CU1729,C0460,25-05-2023,3," $75,433 ",Installment,Rachel Frazier
S07685,CU1490,C0352,06-02-2025,3," $97,882 ",Installment,Loretta Franklin
S07686,CU1196,C0491,01-03-2025,3," $41,084 ",Cash,Jeffrey Singh
S07687,CU0779,C0346,20-01-2025,2," $21,775 ",Cash,Jonathan Buchanan
S07688,CU1561,C0394,16-07-2024,2," $43,093 ",Installment,Theodore Martinez
S07689,CU1837,C0334,09-04-2023,1," $86,619 ",Cash,Ryan Barber
S07690,CU1172,C0352,17-05-2023,2," $50,333 ",Credit,Caroline Schneider
S07691,CU1751,C0292,07-06-2024,2," $34,668 ",Cash,Crystal Wilson
S07692,CU0309,C0182,23-10-2025,3," $23,888 ",Credit,Joseph Wilson
S07693,CU1153,C0203,05-06-2025,2," $42,522 ",Credit,Lee Powell
S07694,CU0405,C0430,11-09-2024,3," $23,989 ",Cash,Patrick Barber
S07695,CU1001,C0255,01-03-2023,3," $78,510 ",Cash,Brenda Ortiz
S07696,CU1119,C0471,05-10-2025,3," $45,115 ",Credit,Raymond Cain
S07697,CU0915,C0410,06-05-2024,2," $74,788 ",Credit,Kendra Pennington
S07698,CU1148,C0290,17-12-2024,2," $95,977 ",Credit,Cheryl Holland
S07699,CU0039,C0066,20-03-2024,3," $47,414 ",Installment,Shannon Huang
S07700,CU0362,C0029,28-12-2022,1," $24,393 ",Installment,Sarah Boone
S07701,CU1353,C0119,18-10-2025,3," $39,597 ",Credit,David Welch
S07702,CU0984,C0248,10-11-2023,1," $81,003 ",Credit,Rebecca Turner
S07703,CU1725,C0091,07-10-2023,2," $94,060 ",Credit,Samantha Gonzales
S07704,CU1374,C0162,21-03-2024,3," $75,045 ",Cash,Natasha Moore
S07705,CU0146,C0216,29-12-2023,3," $75,202 ",Cash,Alicia Pacheco
S07706,CU1070,C0097,05-04-2025,2," $51,469 ",Credit,Kimberly Fox
S07707,CU0302,C0233,15-10-2024,1," $15,342 ",Installment,Kimberly Robbins
S07708,CU0474,C0255,14-05-2025,2," $33,789 ",Credit,Jennifer Hall
S07709,CU0759,C0010,07-09-2023,3," $17,403 ",Installment,Mary Butler
S07710,CU0341,C0178,10-05-2025,1," $91,166 ",Cash,Randall Fowler
S07711,CU1230,C0444,17-09-2023,3," $49,303 ",Installment,Adam Clark
S07712,CU0710,C0058,02-04-2023,3," $49,826 ",Credit,Steven Turner
S07713,CU1612,C0402,23-03-2024,1," $40,405 ",Credit,William Ramirez
S07714,CU1348,C0075,30-01-2024,3," $45,501 ",Installment,Eric Nguyen
S07715,CU1386,C0424,05-05-2023,2," $56,964 ",Installment,Heather Anderson
S07716,CU0860,C0157,25-01-2025,3," $51,008 ",Cash,Henry Gonzales
S07717,CU0428,C0281,26-09-2023,3," $93,014 ",Installment,Tammy Hunt DDS
S07718,CU1407,C0342,20-01-2025,3," $95,623 ",Cash,Martha Jones
S07719,CU1517,C0490,02-10-2024,3," $27,505 ",Credit,Susan Lane
S07720,CU0705,C0450,17-10-2025,3," $60,491 ",Cash,Tammy Spencer
S07721,CU1114,C0236,12-10-2023,1," $36,164 ",Cash,Leslie Jones
S07722,CU1749,C0262,07-02-2024,1," $56,474 ",Cash,Ian Keith
S07723,CU1844,C0428,03-06-2025,1," $59,993 ",Installment,Jeremy Long Jr.
S07724,CU0095,C0317,18-08-2024,3," $29,616 ",Cash,Jerry Graham
S07725,CU1058,C0345,20-07-2023,1," $63,462 ",Cash,Tanner Hudson
S07726,CU0991,C0195,26-05-2024,1," $31,925 ",Credit,Douglas Bailey
S07727,CU0293,C0138,10-04-2025,3," $94,290 ",Credit,Vincent Woods
S07728,CU0141,C0272,09-04-2024,2," $95,767 ",Credit,Kendra Parrish
S07729,CU0130,C0328,19-03-2023,2," $22,258 ",Credit,Michael Nichols
S07730,CU1771,C0179,03-04-2023,1," $15,090 ",Credit,Christine Smith
S07731,CU0885,C0484,29-06-2023,1," $75,235 ",Credit,John Mcbride
S07732,CU1277,C0085,11-02-2023,1," $79,022 ",Cash,James Brown PhD
S07733,CU0936,C0217,21-06-2023,3," $56,097 ",Credit,Eric Roy
S07734,CU1600,C0365,27-12-2022,2," $37,118 ",Installment,Jessica Briggs
S07735,CU1458,C0492,25-04-2024,2," $61,681 ",Cash,Isabel Pham
S07736,CU1904,C0102,13-05-2025,1," $28,231 ",Cash,Dennis Knox
S07737,CU1221,C0195,11-01-2025,1," $82,623 ",Credit,Mallory Gonzalez
S07738,CU1651,C0260,08-01-2023,1," $81,299 ",Installment,Craig Phillips
S07739,CU0061,C0123,15-12-2022,1," $97,829 ",Cash,James Brown
S07740,CU1298,C0050,22-03-2023,1," $99,493 ",Installment,Jessica Walker
S07741,CU0960,C0352,22-01-2025,3," $66,309 ",Installment,Megan Harrell
S07742,CU1149,C0001,16-10-2023,1," $31,688 ",Cash,Amanda Ayers
S07743,CU1615,C0146,23-11-2022,3," $60,597 ",Cash,Ashley Luna
S07744,CU1065,C0135,04-02-2023,2," $31,478 ",Credit,Matthew Wolf
S07745,CU0818,C0424,18-10-2024,2," $34,609 ",Cash,Jeffrey Watts
S07746,CU0360,C0294,11-07-2025,1," $80,275 ",Credit,Kara Combs
S07747,CU1007,C0139,04-10-2024,1," $75,526 ",Installment,Joann Rosario
S07748,CU1390,C0126,12-04-2025,2," $56,358 ",Credit,Olivia Maldonado DDS
S07749,CU0801,C0226,11-05-2025,1," $43,157 ",Installment,Troy Johnson
S07750,CU1767,C0433,22-04-2025,3," $77,291 ",Credit,Andrew Fields
S07751,CU1327,C0488,05-04-2025,1," $72,581 ",Credit,Steven Valenzuela
S07752,CU0639,C0278,11-03-2025,2," $71,113 ",Credit,Anthony Williams
S07753,CU1765,C0063,06-06-2024,2," $91,874 ",Cash,Justin Chavez
S07754,CU1209,C0072,15-04-2025,2," $93,161 ",Cash,Gabriela Bartlett
S07755,CU1904,C0187,23-06-2023,2," $78,920 ",Credit,Cynthia Frazier
S07756,CU1140,C0060,17-08-2023,3," $93,115 ",Installment,Kara Brown
S07757,CU1759,C0119,30-04-2025,2," $58,160 ",Credit,Lori Giles
S07758,CU1576,C0208,21-01-2023,1," $91,445 ",Installment,William Taylor
S07759,CU0407,C0357,30-09-2023,3," $73,090 ",Installment,Sherry Jones
S07760,CU0071,C0064,14-05-2024,3," $32,002 ",Cash,Jason Bryant
S07761,CU0629,C0343,13-02-2025,1," $16,408 ",Cash,April Hernandez
S07762,CU1244,C0216,25-09-2024,2," $92,501 ",Cash,Julia Campbell
S07763,CU1864,C0105,04-03-2024,3," $74,526 ",Installment,Marissa Evans
S07764,CU0973,C0104,26-08-2025,2," $60,854 ",Cash,Sandra Carter
S07765,CU1532,C0260,04-05-2025,1," $65,739 ",Installment,Richard Andrews
S07766,CU1133,C0034,20-06-2023,1," $84,996 ",Credit,Ann Johnson
S07767,CU1295,C0123,21-03-2023,1," $80,270 ",Cash,Lauren Lee
S07768,CU1621,C0468,26-10-2024,3," $35,275 ",Credit,William Tyler
S07769,CU0584,C0055,08-03-2024,1," $70,307 ",Credit,Curtis Ford
S07770,CU1960,C0496,10-03-2024,1," $41,567 ",Installment,Brenda Mcdaniel
S07771,CU1545,C0100,13-10-2023,2," $72,764 ",Credit,Phillip Gonzalez
S07772,CU1889,C0357,29-01-2024,2," $50,518 ",Credit,Michelle Thomas
S07773,CU0667,C0359,07-07-2024,2," $84,227 ",Credit,Robert Smith
S07774,CU1077,C0406,02-09-2024,2," $32,359 ",Installment,Brett Lindsey
S07775,CU0642,C0453,24-05-2025,2," $26,410 ",Cash,Abigail Jensen
S07776,CU0974,C0197,16-12-2022,1," $40,464 ",Cash,Bailey Johnson
S07777,CU1860,C0224,17-07-2025,3," $90,491 ",Installment,Thomas Schwartz
S07778,CU0994,C0163,29-11-2022,2," $70,807 ",Cash,Bryan Hughes
S07779,CU0540,C0486,05-06-2025,1," $72,963 ",Credit,Lisa Cummings
S07780,CU1942,C0251,13-01-2023,2," $35,042 ",Credit,Jennifer Phillips
S07781,CU1498,C0214,01-05-2025,3," $39,477 ",Credit,Jose Farmer
S07782,CU1284,C0080,11-10-2025,2," $46,683 ",Credit,Elizabeth Rosario
S07783,CU1550,C0035,21-02-2024,1," $34,440 ",Credit,Edward Hawkins
S07784,CU1432,C0266,31-10-2022,1," $60,976 ",Credit,Andre Burgess
S07785,CU0734,C0089,24-12-2023,3," $71,182 ",Cash,Jessica Anderson
S07786,CU1424,C0396,26-02-2025,1," $57,671 ",Credit,Joann Alvarez
S07787,CU0082,C0158,05-08-2025,2," $99,535 ",Cash,Jonathan Nguyen
S07788,CU1973,C0169,20-01-2025,2," $31,458 ",Installment,Joseph Turner
S07789,CU0267,C0326,24-04-2024,3," $55,658 ",Cash,Shawn Jones
S07790,CU0498,C0246,26-05-2024,3," $16,627 ",Credit,Emily Benson
S07791,CU1490,C0147,14-09-2024,1," $46,181 ",Cash,Joshua Rocha MD
S07792,CU1812,C0207,12-11-2022,3," $39,355 ",Installment,Dr. William Marks
S07793,CU0308,C0216,16-08-2023,2," $85,370 ",Credit,Carrie Pierce
S07794,CU1360,C0391,16-09-2025,1," $89,533 ",Credit,Linda Green
S07795,CU0972,C0353,02-06-2024,1," $51,930 ",Installment,Christopher Schmidt
S07796,CU1492,C0438,23-01-2025,3," $19,826 ",Installment,Michael Compton
S07797,CU1336,C0168,12-04-2024,1," $91,264 ",Credit,Emily Lee
S07798,CU0484,C0056,24-03-2025,1," $31,478 ",Credit,Shawn Villarreal
S07799,CU0184,C0273,16-01-2024,2," $36,613 ",Installment,Samuel Lee
S07800,CU0889,C0430,23-07-2025,2," $16,480 ",Installment,Jacob Smith
S07801,CU1880,C0233,25-09-2024,1," $88,927 ",Installment,Brandy Williams
S07802,CU1971,C0082,01-12-2022,1," $46,887 ",Cash,Natalie Perez
S07803,CU0213,C0491,30-05-2023,1," $53,221 ",Credit,Matthew Roy
S07804,CU0583,C0142,12-12-2023,1," $84,850 ",Installment,Patricia Weaver DVM
S07805,CU0468,C0390,04-05-2023,1," $97,974 ",Installment,Jonathan Brown
S07806,CU1922,C0418,23-03-2023,2," $15,962 ",Installment,Melissa Buck
S07807,CU0342,C0492,04-08-2023,3," $62,917 ",Credit,Jessica Berry
S07808,CU1340,C0267,11-06-2023,2," $78,704 ",Credit,Valerie Chang
S07809,CU0233,C0314,04-06-2023,2," $81,726 ",Credit,Katherine Pugh
S07810,CU0342,C0442,25-03-2025,3," $58,526 ",Credit,Jerome Harris
S07811,CU0143,C0160,12-07-2023,2," $22,019 ",Credit,Susan Brown
S07812,CU1596,C0314,23-05-2025,2," $49,180 ",Installment,Mikayla Warren
S07813,CU0687,C0377,11-12-2023,3," $74,517 ",Cash,William Baker
S07814,CU0791,C0361,09-02-2023,1," $26,470 ",Credit,Paul Montgomery
S07815,CU0194,C0291,15-03-2025,1," $74,352 ",Cash,Emily Koch
S07816,CU1242,C0108,21-11-2024,1," $47,670 ",Installment,Bradley Walton
S07817,CU1899,C0441,05-03-2024,2," $20,808 ",Cash,Allison Hart
S07818,CU0431,C0080,02-01-2023,2," $59,107 ",Credit,Courtney Arellano
S07819,CU1145,C0036,19-11-2023,2," $62,529 ",Installment,Max Erickson
S07820,CU0123,C0302,12-01-2024,3," $51,238 ",Installment,Michael Ellis
S07821,CU0611,C0483,30-04-2023,1," $48,980 ",Cash,Allen Bowman
S07822,CU1773,C0019,08-04-2023,2," $81,299 ",Credit,Shannon Serrano
S07823,CU1210,C0334,16-07-2023,1," $40,054 ",Cash,Jose Thomas
S07824,CU0236,C0134,04-12-2024,1," $29,288 ",Credit,Ryan Ward
S07825,CU0740,C0179,10-01-2023,2," $46,109 ",Cash,Kimberly Anderson
S07826,CU0138,C0007,01-08-2025,3," $62,483 ",Credit,Kerry Williams
S07827,CU0851,C0029,15-12-2022,2," $24,057 ",Cash,Natalie Boone
S07828,CU0714,C0155,20-01-2025,3," $28,906 ",Credit,Randy Sanchez
S07829,CU0716,C0325,29-07-2025,2," $84,348 ",Cash,Jasmine Walters
S07830,CU0739,C0005,08-07-2025,1," $36,761 ",Credit,Joseph Garza
S07831,CU0466,C0454,11-01-2024,2," $48,242 ",Installment,William Reid
S07832,CU1913,C0255,11-05-2025,2," $51,335 ",Installment,Mary Nichols
S07833,CU0272,C0391,22-04-2025,1," $74,370 ",Installment,Laura Hartman
S07834,CU1426,C0463,06-01-2023,3," $20,754 ",Cash,Christine Perry
S07835,CU0993,C0418,13-11-2022,3," $66,247 ",Cash,Elizabeth Sanchez
S07836,CU1446,C0163,13-10-2023,3," $18,563 ",Installment,Heather Carlson
S07837,CU0022,C0028,23-07-2024,2," $65,389 ",Credit,Ronald Thompson
S07838,CU1198,C0041,13-11-2024,1," $55,042 ",Cash,Denise Bird
S07839,CU1363,C0010,13-09-2023,2," $24,425 ",Credit,Kathryn Riley
S07840,CU1613,C0485,18-11-2024,1," $57,920 ",Cash,Angela Fuentes
S07841,CU1502,C0329,24-11-2023,2," $45,116 ",Cash,Stephanie Fowler
S07842,CU0406,C0068,07-01-2024,2," $18,450 ",Installment,Anthony Lopez
S07843,CU1733,C0357,30-03-2025,1," $38,039 ",Cash,Sean Mason
S07844,CU0051,C0022,31-01-2025,3," $33,909 ",Installment,Bradley Hill
S07845,CU0578,C0143,19-03-2023,2," $80,522 ",Credit,Maria Lopez
S07846,CU1342,C0457,05-12-2024,3," $59,143 ",Cash,Sarah Zimmerman
S07847,CU1369,C0441,15-01-2025,1," $96,042 ",Installment,Sharon Cooper
S07848,CU0420,C0453,29-02-2024,2," $75,935 ",Installment,Sarah Jenkins
S07849,CU1223,C0262,16-10-2024,3," $23,367 ",Credit,Amy Mccoy
S07850,CU1084,C0410,28-11-2024,2," $64,031 ",Cash,John Kirk
S07851,CU0089,C0227,10-03-2023,3," $32,095 ",Credit,Gary English
S07852,CU1575,C0080,26-01-2024,3," $47,671 ",Installment,John Li
S07853,CU0020,C0263,21-09-2023,2," $88,254 ",Installment,Amy Carter
S07854,CU1928,C0068,19-02-2024,1," $34,409 ",Cash,Steven Walsh
S07855,CU1687,C0114,19-08-2025,2," $56,013 ",Cash,Matthew Giles
S07856,CU1557,C0299,24-11-2024,2," $36,526 ",Credit,Beth Hanson
S07857,CU0456,C0262,31-10-2024,3," $46,466 ",Cash,Jerome Fowler
S07858,CU0965,C0058,25-05-2024,2," $32,924 ",Cash,Daniel Ramos
S07859,CU1722,C0307,26-06-2024,1," $56,935 ",Cash,Clarence Ross
S07860,CU1347,C0251,16-01-2025,3," $85,389 ",Cash,Hannah White
S07861,CU1814,C0500,16-06-2024,1," $36,131 ",Cash,Michael Walker
S07862,CU0947,C0349,23-10-2025,1," $49,859 ",Credit,Kathryn Lucas
S07863,CU0419,C0280,06-10-2025,2," $86,311 ",Credit,Troy Chambers
S07864,CU1674,C0457,24-07-2024,1," $80,376 ",Credit,Clayton Ramirez
S07865,CU0371,C0136,27-03-2024,2," $40,711 ",Credit,Brian Parsons
S07866,CU1830,C0409,29-07-2023,2," $24,844 ",Installment,Bradley Vega
S07867,CU1082,C0115,27-03-2023,3," $83,147 ",Credit,Daniel Lewis
S07868,CU1424,C0309,26-10-2025,3," $92,908 ",Installment,Harold Brown
S07869,CU1801,C0060,13-05-2024,3," $94,825 ",Cash,Abigail Munoz
S07870,CU1543,C0328,08-05-2023,2," $40,121 ",Installment,Lauren Davies
S07871,CU0739,C0417,14-12-2023,1," $53,457 ",Credit,Edward Rodriguez
S07872,CU1170,C0324,14-06-2023,1," $23,711 ",Installment,Mary Wright
S07873,CU0617,C0459,07-12-2022,1," $30,701 ",Installment,Jamie Edwards
S07874,CU0501,C0446,04-05-2025,1," $99,025 ",Installment,Mark Robinson
S07875,CU0125,C0048,22-09-2024,2," $74,459 ",Cash,Mary Peterson
S07876,CU1048,C0241,10-07-2024,1," $83,082 ",Credit,Mrs. Ashley Swanson
S07877,CU1269,C0165,12-08-2023,2," $50,866 ",Cash,Barbara Turner
S07878,CU0773,C0277,25-10-2024,3," $63,664 ",Credit,Stephanie Rodriguez
S07879,CU1616,C0011,17-11-2022,2," $82,508 ",Cash,Jennifer Gray
S07880,CU0174,C0293,14-09-2023,1," $25,105 ",Credit,Matthew Rivers
S07881,CU1499,C0270,06-05-2025,2," $68,517 ",Credit,Tara Thomas
S07882,CU0837,C0041,20-03-2025,3," $43,159 ",Cash,Mr. Michael Kemp
S07883,CU1459,C0128,23-06-2024,3," $51,065 ",Credit,Douglas Mccoy
S07884,CU0995,C0105,04-10-2025,1," $71,338 ",Cash,Gabriela Hinton
S07885,CU0838,C0120,03-11-2024,3," $62,345 ",Installment,Tina Davis
S07886,CU0337,C0138,05-07-2025,1," $77,093 ",Credit,Charles Williamson
S07887,CU1593,C0254,23-03-2024,3," $80,768 ",Cash,Edwin Wang
S07888,CU0032,C0054,16-02-2023,3," $48,800 ",Credit,Richard Lawson
S07889,CU1257,C0371,23-01-2023,3," $33,287 ",Cash,Maria Lewis
S07890,CU1640,C0326,15-01-2023,1," $74,869 ",Cash,Teresa Moses
S07891,CU1875,C0378,07-09-2023,3," $74,695 ",Credit,Christopher Owens
S07892,CU1087,C0037,14-09-2024,1," $32,272 ",Cash,Barbara Blevins
S07893,CU0392,C0319,29-03-2023,1," $33,141 ",Credit,Richard Richards
S07894,CU0238,C0490,19-12-2022,3," $98,227 ",Installment,Jason Morrison
S07895,CU0751,C0284,25-05-2024,1," $72,624 ",Cash,James Bailey
S07896,CU0645,C0322,04-03-2025,1," $97,189 ",Cash,Heather Lawrence
S07897,CU0517,C0313,05-08-2023,2," $59,285 ",Credit,Caitlin Dunn
S07898,CU0336,C0400,23-08-2025,2," $56,200 ",Installment,Stephen Duke
S07899,CU1081,C0064,10-02-2025,3," $85,436 ",Installment,Noah Gaines
S07900,CU1116,C0321,01-12-2024,3," $89,832 ",Credit,James Ball
S07901,CU0011,C0390,29-07-2025,2," $34,433 ",Cash,Christine Caldwell
S07902,CU0081,C0367,05-02-2023,3," $76,379 ",Credit,Brianna Liu
S07903,CU0975,C0143,28-02-2025,1," $56,117 ",Installment,Heather Robbins
S07904,CU1630,C0333,28-08-2023,2," $72,118 ",Cash,Adam Sweeney
S07905,CU1984,C0198,21-07-2024,1," $19,038 ",Credit,John Hill
S07906,CU1752,C0255,15-11-2024,1," $35,825 ",Installment,Terri Hughes
S07907,CU0004,C0371,16-12-2024,1," $95,440 ",Credit,Nicole Reid
S07908,CU0068,C0183,29-10-2025,1," $72,794 ",Cash,Francisco Vaughan
S07909,CU0695,C0028,06-05-2025,2," $98,658 ",Installment,Alexis Lee
S07910,CU1621,C0118,30-11-2024,1," $39,024 ",Credit,Caitlyn Harding
S07911,CU0540,C0094,14-05-2023,2," $85,910 ",Credit,Eddie Walls
S07912,CU0168,C0399,19-01-2023,3," $79,890 ",Credit,Ronnie Hardy
S07913,CU0754,C0013,02-07-2023,1," $69,153 ",Installment,Holly Morgan
S07914,CU0795,C0427,25-11-2022,3," $61,555 ",Cash,Anthony Harris
S07915,CU0983,C0044,15-05-2025,3," $94,993 ",Credit,Daniel Fitzgerald
S07916,CU0401,C0336,28-06-2025,2," $32,762 ",Credit,Terry Rodriguez
S07917,CU1700,C0379,20-09-2024,3," $36,527 ",Credit,James Barker
S07918,CU0849,C0195,26-09-2024,1," $78,982 ",Credit,Catherine Knapp
S07919,CU1812,C0171,29-11-2024,1," $58,422 ",Credit,Ashley Rose
S07920,CU0098,C0038,19-03-2024,1," $38,360 ",Credit,Sara Page
S07921,CU0339,C0016,13-07-2023,1," $85,390 ",Credit,Ashley Lynn
S07922,CU0602,C0082,11-05-2023,2," $35,229 ",Cash,Benjamin Lara
S07923,CU0240,C0434,29-06-2025,1," $18,291 ",Credit,Christopher Palmer
S07924,CU1694,C0220,19-07-2025,2," $28,554 ",Installment,David Collins
S07925,CU1773,C0329,01-12-2024,1," $42,270 ",Credit,Angela White
S07926,CU0186,C0358,05-04-2024,1," $16,904 ",Cash,Keith Anderson
S07927,CU0815,C0346,07-06-2023,2," $18,396 ",Credit,Christopher Cox
S07928,CU0788,C0179,15-12-2023,1," $79,578 ",Cash,Christopher Anderson
S07929,CU0636,C0378,12-02-2023,1," $22,261 ",Cash,Ian Davis
S07930,CU0663,C0426,26-02-2023,1," $99,557 ",Cash,Bradley Fields
S07931,CU0612,C0134,12-02-2025,2," $27,023 ",Cash,Andrea Fletcher
S07932,CU1141,C0049,07-10-2025,3," $68,348 ",Cash,Jacqueline Duncan
S07933,CU1102,C0175,22-01-2023,2," $45,465 ",Credit,Tara Reynolds
S07934,CU0578,C0143,30-04-2023,1," $34,071 ",Credit,Joshua Harris
S07935,CU0855,C0143,11-11-2022,2," $49,940 ",Cash,Michael Edwards
S07936,CU0924,C0366,10-09-2024,3," $65,573 ",Installment,Jeffery Ryan
S07937,CU1625,C0365,29-11-2022,3," $90,486 ",Cash,Kimberly Logan
S07938,CU1793,C0061,28-12-2022,3," $83,167 ",Credit,Gregory Salazar
S07939,CU0020,C0189,31-12-2023,1," $26,912 ",Cash,Fred Abbott
S07940,CU1724,C0275,10-11-2024,3," $54,962 ",Cash,Tony Jennings
S07941,CU0982,C0122,18-03-2025,1," $19,449 ",Cash,Lindsey Gordon
S07942,CU1476,C0495,11-05-2024,3," $21,070 ",Installment,Christina Ray
S07943,CU1265,C0363,14-10-2025,2," $90,102 ",Cash,Brittney Sanders
S07944,CU1569,C0467,25-03-2025,2," $69,543 ",Cash,Richard Harris
S07945,CU0398,C0198,26-12-2022,1," $41,678 ",Cash,Jerry Bailey
S07946,CU1819,C0180,11-07-2024,1," $99,827 ",Installment,Ann Smith
S07947,CU0129,C0302,19-08-2025,3," $51,106 ",Cash,Daniel Brown
S07948,CU0761,C0040,16-01-2025,1," $33,823 ",Credit,Rebecca Brown
S07949,CU0451,C0208,28-01-2023,3," $42,230 ",Installment,Meghan Davis
S07950,CU1574,C0048,22-07-2024,2," $30,333 ",Cash,Phyllis Wallace
S07951,CU0498,C0397,01-02-2024,3," $44,135 ",Installment,Charles Saunders
S07952,CU1867,C0398,21-01-2024,2," $96,493 ",Credit,Jacqueline Nelson
S07953,CU1532,C0399,26-01-2023,1," $69,295 ",Cash,Courtney Brown
S07954,CU0346,C0469,04-06-2024,3," $38,988 ",Cash,Christopher Wang
S07955,CU1885,C0430,13-04-2024,2," $70,315 ",Installment,Darlene Bridges
S07956,CU0729,C0161,14-12-2023,2," $90,526 ",Installment,Danielle Hart
S07957,CU0973,C0194,30-05-2024,2," $22,027 ",Credit,Wendy Pitts
S07958,CU1395,C0485,16-09-2024,1," $23,807 ",Credit,Jennifer Williams
S07959,CU0911,C0271,04-06-2024,1," $49,894 ",Credit,Alyssa Tucker
S07960,CU0913,C0218,14-02-2024,2," $71,041 ",Cash,Amanda Meza
S07961,CU0669,C0492,31-07-2023,3," $57,440 ",Credit,Peter Smith
S07962,CU0745,C0277,29-09-2024,1," $91,887 ",Credit,Zachary Roberts
S07963,CU0969,C0238,02-01-2025,2," $93,598 ",Credit,Kimberly George
S07964,CU1257,C0090,07-07-2024,3," $15,127 ",Cash,Stephanie Stone
S07965,CU1753,C0135,31-05-2025,2," $19,065 ",Cash,Courtney Washington
S07966,CU0457,C0022,24-10-2025,3," $55,013 ",Installment,Charles Rogers
S07967,CU1874,C0385,12-07-2024,1," $47,308 ",Credit,Jennifer Smith
S07968,CU0880,C0214,22-06-2024,3," $23,365 ",Installment,Cory Leonard
S07969,CU0116,C0241,09-05-2024,1," $91,010 ",Cash,Rhonda Ford
S07970,CU0987,C0417,08-04-2025,1," $47,214 ",Cash,Sally Giles
S07971,CU1975,C0328,15-11-2024,2," $81,532 ",Installment,Rachel Martinez
S07972,CU1273,C0345,20-04-2024,3," $19,397 ",Cash,Caitlin Winters
S07973,CU0750,C0082,17-07-2024,3," $72,874 ",Cash,Nicole Huff
S07974,CU0905,C0069,12-02-2024,3," $70,737 ",Credit,Donald Sullivan
S07975,CU1893,C0054,26-06-2023,2," $70,975 ",Cash,Erin Bishop
S07976,CU1807,C0220,08-04-2023,2," $81,092 ",Cash,Michael Lucas
S07977,CU0799,C0399,05-12-2022,3," $31,946 ",Installment,Mark Giles
S07978,CU1717,C0303,28-05-2024,3," $45,125 ",Installment,Linda Cook
S07979,CU0695,C0153,29-09-2025,2," $85,363 ",Credit,Sandy Holmes
S07980,CU0105,C0276,07-07-2024,2," $15,873 ",Cash,Megan Mcmahon
S07981,CU1049,C0149,12-05-2024,3," $93,783 ",Installment,Courtney Johnston
S07982,CU0275,C0358,25-03-2023,3," $93,838 ",Cash,Donald Mckinney
S07983,CU0758,C0280,14-11-2022,3," $66,563 ",Credit,Allen Brown
S07984,CU0963,C0175,25-05-2023,3," $90,181 ",Installment,Bill Williams
S07985,CU0091,C0439,06-12-2022,2," $73,071 ",Cash,Steven White
S07986,CU0833,C0431,16-06-2025,3," $35,871 ",Installment,Thomas Green
S07987,CU1316,C0293,14-08-2023,2," $79,619 ",Installment,Tammy Herrera
S07988,CU0683,C0298,11-03-2024,2," $84,816 ",Cash,Aaron Watkins
S07989,CU1418,C0045,21-12-2024,2," $32,672 ",Credit,George Liu
S07990,CU1131,C0457,13-10-2025,1," $27,823 ",Cash,Donna Landry
S07991,CU0701,C0206,08-07-2024,1," $80,275 ",Cash,Eric Browning
S07992,CU1450,C0383,02-10-2023,2," $62,209 ",Credit,Joanna Wolf
S07993,CU1614,C0047,08-04-2025,3," $59,113 ",Cash,Shannon Perry
S07994,CU1425,C0397,11-06-2023,1," $91,828 ",Credit,Michael Reeves
S07995,CU0744,C0386,20-01-2025,2," $65,557 ",Installment,Heather Allen
S07996,CU1157,C0133,23-11-2024,3," $55,591 ",Installment,Monique Yang
S07997,CU0166,C0042,26-02-2023,3," $37,762 ",Cash,Courtney Campbell
S07998,CU0767,C0362,23-12-2024,1," $76,655 ",Installment,Amy Underwood
S07999,CU1394,C0456,22-09-2024,2," $72,514 ",Credit,Christopher Robinson
S08000,CU0132,C0325,10-11-2023,3," $37,224 ",Installment,Shelby Ramirez
S08001,CU1566,C0152,31-01-2025,3," $61,232 ",Credit,Joshua Sims
S08002,CU0517,C0073,02-04-2023,1," $37,149 ",Credit,Walter Sharp
S08003,CU0077,C0377,02-02-2025,2," $47,377 ",Installment,Kevin Peterson
S08004,CU0624,C0350,19-07-2025,2," $57,481 ",Installment,James Mitchell
S08005,CU0718,C0376,22-03-2023,1," $25,529 ",Cash,Michele Castro
S08006,CU0561,C0447,29-07-2024,3," $97,386 ",Cash,James Kelly
S08007,CU1772,C0051,29-12-2022,1," $93,066 ",Credit,Keith Shaffer
S08008,CU1491,C0370,09-08-2025,1," $94,308 ",Credit,Hannah Wilkinson
S08009,CU1243,C0336,15-12-2024,1," $85,849 ",Installment,Eric Yu
S08010,CU1833,C0080,27-09-2023,2," $21,421 ",Credit,Jennifer Howell
S08011,CU0916,C0308,18-09-2024,2," $76,258 ",Credit,Mary Roberson
S08012,CU1761,C0381,30-08-2023,1," $52,723 ",Credit,Deborah James MD
S08013,CU0642,C0224,06-04-2023,3," $72,073 ",Installment,Justin Ramirez
S08014,CU0960,C0182,07-07-2024,1," $38,614 ",Credit,Gregory Hill
S08015,CU1484,C0068,30-01-2023,2," $76,863 ",Installment,Brandon Nelson
S08016,CU1034,C0444,13-10-2025,2," $57,727 ",Credit,Dr. Christian Mcneil
S08017,CU1129,C0358,27-11-2024,2," $62,842 ",Cash,Nicole Wells
S08018,CU1355,C0004,06-09-2024,1," $76,932 ",Installment,Vincent Harrison
S08019,CU1804,C0269,07-10-2024,2," $89,817 ",Credit,Brittany Compton
